PlayerName,PlayerUID,InferredRace,RaceConfidence,InferredAge,InferredEmotion,EmotionConfidence,PlayerHeightWeight,PlayerBirthdate,PlayerCollege,PlayerDraftInfo,PlayerOverallStatus,PlayerURL
Troy Dye,s:20~l:28~a:4038946,White,3467.62%,27,Happy,9283.71%,"6' 3"", 225 lbs",9/18/1996 (28),Oregon,"2020: Rd 4, Pk 132 (MIN)",Active,https://www.espn.com/nfl/player/_/id/4038946/troy-dye
Alohi Gilman,s:20~l:28~a:4039413,Latino Hispanic,3496.56%,26,Happy,9600.41%,"5' 10"", 201 lbs",9/17/1997 (27),Notre Dame,"2020: Rd 6, Pk 186 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4039413/alohi-gilman
Naquan Jones,s:20~l:28~a:4046716,Black,9999.90%,29,Happy,9722.87%,"6' 3"", 313 lbs",2/5/1998 (27),Michigan St,N/A,Active,https://www.espn.com/nfl/player/_/id/4046716/naquan-jones
Mekhi Becton,s:20~l:28~a:4240090,Black,6755.86%,38,Happy,9822.19%,"6' 7"", 363 lbs",4/18/1999 (26),Louisville,"2020: Rd 1, Pk 11 (NYJ)",Active,https://www.espn.com/nfl/player/_/id/4240090/mekhi-becton
Ja'Sir Taylor,s:20~l:28~a:4240434,Black,10000.00%,25,Neutral,5575.43%,"5' 10"", 185 lbs",1/8/1999 (26),Wake Forest,"2022: Rd 6, Pk 214 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4240434/jasir-taylor
Del'Shawn Phillips,s:20~l:28~a:4240528,Black,10000.00%,25,Neutral,9998.96%,"6' 2"", 230 lbs",10/9/1996 (28),Illinois,N/A,Active,https://www.espn.com/nfl/player/_/id/4240528/delshawn-phillips
Najee Harris,s:20~l:28~a:4241457,Black,10000.00%,25,Happy,6002.65%,"6' 1"", 242 lbs",3/9/1998 (27),Alabama,"2021: Rd 1, Pk 24 (PIT)",Active,https://www.espn.com/nfl/player/_/id/4241457/najee-harris
Daiyan Henley,s:20~l:28~a:4241597,Black,10000.00%,24,Happy,9623.21%,"6' 0"", 225 lbs",11/18/1999 (25),Washington St,"2023: Rd 3, Pk 85 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4241597/daiyan-henley
Jalen Reagor,s:20~l:28~a:4241802,Black,10000.00%,28,Neutral,9999.63%,"5' 11"", 197 lbs",1/1/1999 (26),TCU,"2020: Rd 1, Pk 21 (PHI)",Active,https://www.espn.com/nfl/player/_/id/4241802/jalen-reagor
Rashawn Slater,s:20~l:28~a:4242283,Latino Hispanic,5186.65%,25,Happy,9983.36%,"6' 4"", 315 lbs",3/26/1999 (26),Northwestern,"2021: Rd 1, Pk 13 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4242283/rashawn-slater
Tucker Fisk,s:20~l:28~a:4242558,White,8884.35%,25,Happy,7264.03%,"6' 4"", 285 lbs",1/19/1999 (26),Stanford,N/A,Active,https://www.espn.com/nfl/player/_/id/4242558/tucker-fisk
Elijah Molden,s:20~l:28~a:4243328,White,6937.08%,24,Happy,9660.37%,"5' 10"", 192 lbs",1/30/1999 (26),Washington,"2021: Rd 3, Pk 100 (TEN)",QUESTIONABLE,https://www.espn.com/nfl/player/_/id/4243328/elijah-molden
Tyler McLellan,s:20~l:28~a:4247248,White,9955.11%,25,Happy,9952.45%,N/A,7/21/1999,Campbell,N/A,N/A,https://www.espn.com/nfl/player/_/id/4247248/tyler-mclellan
Zion Johnson,s:20~l:28~a:4247347,Black,10000.00%,27,Neutral,9999.99%,"6' 3"", 316 lbs",11/18/1999 (25),Boston College,"2022: Rd 1, Pk 17 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4247347/zion-johnson
Benjamin St-Juste,s:20~l:28~a:4258206,Black,8892.17%,27,Happy,8021.71%,"6' 3"", 200 lbs",9/8/1997 (27),Minnesota,"2021: Rd 3, Pk 74 (WSH)",Active,https://www.espn.com/nfl/player/_/id/4258206/benjamin-st-juste
Kendall Williamson,s:20~l:28~a:4360745,Black,10000.00%,25,Neutral,10000.00%,"6' 0"", 203 lbs",8/24/2000 (24),Stanford,"2023: Rd 7, Pk 258 (CHI)",Active,https://www.espn.com/nfl/player/_/id/4360745/kendall-williamson
Kana'i Mauga,s:20~l:28~a:4360855,Latino Hispanic,4618.86%,29,Fear,5433.08%,"6' 2"", 245 lbs",1/8/2000 (25),USC,N/A,Active,https://www.espn.com/nfl/player/_/id/4360855/kanai-mauga
Emany Johnson,s:20~l:28~a:4361437,Black,10000.00%,25,Neutral,9999.91%,"6' 2"", 218 lbs",11/17/2000 (24),Nevada,N/A,Active,https://www.espn.com/nfl/player/_/id/4361437/emany-johnson
Cameron Dicker,s:20~l:28~a:4362081,White,9688.65%,26,Happy,9919.38%,"6' 1"", 216 lbs",5/6/2000 (25),Texas,N/A,Active,https://www.espn.com/nfl/player/_/id/4362081/cameron-dicker
Derius Davis,s:20~l:28~a:4362477,Black,10000.00%,24,Happy,9987.00%,"5' 8"", 165 lbs",9/11/2000 (24),TCU,"2023: Rd 4, Pk 125 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4362477/derius-davis
Otito Ogbonnia,s:20~l:28~a:4367210,Black,10000.00%,28,Happy,9549.75%,"6' 4"", 320 lbs",8/25/2000 (24),UCLA,"2022: Rd 5, Pk 160 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4367210/otito-ogbonnia
Hassan Haskins,s:20~l:28~a:4372071,Black,10000.00%,27,Happy,9994.22%,"6' 2"", 228 lbs",11/26/1999 (25),Michigan,"2022: Rd 4, Pk 131 (TEN)",Active,https://www.espn.com/nfl/player/_/id/4372071/hassan-haskins
Scott Matlock,s:20~l:28~a:4373684,White,10000.00%,32,Happy,8341.52%,"6' 4"", 296 lbs",6/28/2000 (24),Boise St,"2023: Rd 6, Pk 200 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4373684/scott-matlock
Teair Tart,s:20~l:28~a:4374269,White,7867.56%,33,Surprise,9964.86%,"6' 2"", 315 lbs",2/28/1997 (28),Florida Intl,N/A,Active,https://www.espn.com/nfl/player/_/id/4374269/teair-tart
Jaylen Johnson,s:20~l:28~a:4379405,Black,9311.43%,24,Happy,7457.36%,"6' 2"", 194 lbs",5/26/2000 (25),East Carolina,N/A,Active,https://www.espn.com/nfl/player/_/id/4379405/jaylen-johnson
Jamaree Salyer,s:20~l:28~a:4379412,Black,10000.00%,34,Neutral,9997.09%,"6' 4"", 325 lbs",7/13/2000 (24),Georgia,"2022: Rd 6, Pk 195 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4379412/jamaree-salyer
Trey Lance,s:20~l:28~a:4383351,Asian,2513.95%,23,Happy,9998.99%,"6' 4"", 226 lbs",5/9/2000 (25),N Dakota St,"2021: Rd 1, Pk 3 (SF)",Active,https://www.espn.com/nfl/player/_/id/4383351/trey-lance
Trey Pipkins III,s:20~l:28~a:4411189,Black,9998.60%,33,Happy,9977.76%,"6' 6"", 307 lbs",9/5/1996 (28),Siouxfalls,"2019: Rd 3, Pk 91 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4411189/trey-pipkins-iii
Trikweze Bridges,s:20~l:28~a:4426513,Black,9970.58%,23,Neutral,8808.46%,"6' 2"", 200 lbs",N/A,Florida,"2025: Rd 7, Pk 256 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4426513/trikweze-bridges
Karsen Barnhart,s:20~l:28~a:4426638,White,9966.21%,28,Happy,9974.93%,"6' 5"", 316 lbs",3/2/2001 (24),Michigan,N/A,Active,https://www.espn.com/nfl/player/_/id/4426638/karsen-barnhart
Josh Fuga,s:20~l:28~a:4427234,Asian,5209.45%,26,Happy,9994.32%,"6' 2"", 313 lbs",N/A,Virginia Tech,N/A,Active,https://www.espn.com/nfl/player/_/id/4427234/josh-fuga
Cam Hart,s:20~l:28~a:4427404,Black,10000.00%,28,Happy,9481.94%,"6' 2"", 207 lbs",5/5/2000 (25),Notre Dame,"2024: Rd 5, Pk 140 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4427404/cam-hart
Tre'Mon Morris-Brash,s:20~l:28~a:4428058,Black,9999.93%,30,Happy,9998.00%,"6' 2"", 245 lbs",9/29/2000 (24),UCF,N/A,Active,https://www.espn.com/nfl/player/_/id/4428058/tremon-morris-brash
Garmon Randolph,s:20~l:28~a:4428304,Black,9995.61%,30,Neutral,9991.38%,"6' 8"", 260 lbs",N/A,Baylor,N/A,Active,https://www.espn.com/nfl/player/_/id/4428304/garmon-randolph
R.J. Mickens,s:20~l:28~a:4429018,Black,9993.01%,23,Neutral,9942.68%,"6' 0"", 210 lbs",7/10/2001 (23),Clemson,"2025: Rd 6, Pk 214 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4429018/rj-mickens
DJ Uiagalelei,s:20~l:28~a:4429020,Latino Hispanic,3120.44%,24,Neutral,9964.10%,"6' 4"", 252 lbs",4/17/2001 (24),Florida St,N/A,Active,https://www.espn.com/nfl/player/_/id/4429020/dj-uiagalelei
Quentin Johnston,s:20~l:28~a:4429025,Black,10000.00%,26,Happy,9993.12%,"6' 2"", 208 lbs",9/6/2001 (23),TCU,"2023: Rd 1, Pk 21 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4429025/quentin-johnston
Josh Kaltenberger,s:20~l:28~a:4430114,White,9629.80%,42,Neutral,8034.25%,"6' 6"", 308 lbs",N/A,Maryland,N/A,Active,https://www.espn.com/nfl/player/_/id/4430114/josh-kaltenberger
KeAndre Lambert-Smith,s:20~l:28~a:4430870,Black,10000.00%,26,Neutral,9999.93%,"6' 1"", 182 lbs",7/29/2002 (22),Auburn,"2025: Rd 5, Pk 158 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4430870/keandre-lambert-smith
Kimani Vidal,s:20~l:28~a:4430968,Black,10000.00%,26,Happy,9690.32%,"5' 8"", 215 lbs",8/28/2001 (23),Troy,"2024: Rd 6, Pk 181 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4430968/kimani-vidal
TeRah Edwards,s:20~l:28~a:4431077,Black,10000.00%,26,Neutral,9988.60%,"6' 2"", 305 lbs",N/A,Illinois,N/A,Active,https://www.espn.com/nfl/player/_/id/4431077/terah-edwards
Junior Colson,s:20~l:28~a:4431212,Black,10000.00%,26,Neutral,8889.14%,"6' 3"", 247 lbs",12/6/2002 (22),Michigan,"2024: Rd 3, Pk 69 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4431212/junior-colson
Tuli Tuipulotu,s:20~l:28~a:4431442,Indian,6719.33%,28,Neutral,9013.91%,"6' 3"", 266 lbs",9/3/2002 (22),USC,"2023: Rd 2, Pk 54 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4431442/tuli-tuipulotu
Marlowe Wax,s:20~l:28~a:4431467,Black,10000.00%,26,Happy,9892.57%,"6' 4"", 240 lbs",12/13/2002 (22),Syracuse,N/A,Active,https://www.espn.com/nfl/player/_/id/4431467/marlowe-wax
Kyle Kennard,s:20~l:28~a:4432333,Black,10000.00%,25,Happy,9997.29%,"6' 5"", 254 lbs",12/12/2001 (23),South Carolina,"2025: Rd 4, Pk 125 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4432333/kyle-kennard
Tarheeb Still,s:20~l:28~a:4432571,Black,10000.00%,25,Happy,9950.45%,"6' 1"", 196 lbs",6/9/2002 (23),Maryland,"2024: Rd 5, Pk 137 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4432571/tarheeb-still
Luke Grimm,s:20~l:28~a:4433830,White,9929.02%,23,Neutral,9602.30%,"6' 0"", 190 lbs",8/8/2001 (23),Iowa State,N/A,Active,https://www.espn.com/nfl/player/_/id/4433830/luke-grimm
Eric Rogers,s:20~l:28~a:4433895,Black,9976.55%,23,Neutral,9430.19%,"6' 2"", 189 lbs",N/A,Rutgers,N/A,Active,https://www.espn.com/nfl/player/_/id/4433895/eric-rogers
Branson Taylor,s:20~l:28~a:4433914,Latino Hispanic,3233.00%,28,Happy,9684.15%,"6' 6"", 330 lbs",2/13/2002 (23),Pitt,"2025: Rd 6, Pk 199 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4433914/branson-taylor
Savion Washington,s:20~l:28~a:4565320,Black,3772.76%,23,Fear,4070.48%,"6' 9"", 340 lbs",N/A,Syracuse,N/A,Active,https://www.espn.com/nfl/player/_/id/4565320/savion-washington
Justin Eboigbe,s:20~l:28~a:4567138,Black,10000.00%,23,Neutral,9995.84%,"6' 5"", 292 lbs",4/9/2001 (24),Alabama,"2024: Rd 4, Pk 105 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4567138/justin-eboigbe
Dalevon Campbell,s:20~l:28~a:4569372,Black,10000.00%,25,Neutral,9063.00%,"6' 4"", 220 lbs",N/A,South Carolina,N/A,Active,https://www.espn.com/nfl/player/_/id/4569372/dalevon-campbell
Oronde Gadsden II,s:20~l:28~a:4595342,Black,9550.63%,28,Neutral,8769.26%,"6' 5"", 236 lbs",6/25/2003 (21),Syracuse,"2025: Rd 5, Pk 165 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4595342/oronde-gadsden-ii
Jordan Oladokun,s:20~l:28~a:4601079,Indian,9585.28%,38,Neutral,6523.56%,"6' 0"", 190 lbs",N/A,Bowling Green,N/A,Active,https://www.espn.com/nfl/player/_/id/4601079/jordan-oladokun
Corey Stewart,s:20~l:28~a:4606672,Black,10000.00%,23,Angry,9290.28%,"6' 6"", 318 lbs",N/A,Purdue,N/A,Active,https://www.espn.com/nfl/player/_/id/4606672/corey-stewart
Ladd McConkey,s:20~l:28~a:4612826,White,9977.20%,24,Happy,9884.45%,"6' 0"", 185 lbs",11/11/2001 (23),Georgia,"2024: Rd 2, Pk 34 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4612826/ladd-mcconkey
Jaylen Jones,s:20~l:28~a:4683330,Black,10000.00%,26,Happy,8781.04%,"6' 1"", 203 lbs",N/A,Virginia Tech,N/A,Active,https://www.espn.com/nfl/player/_/id/4683330/jaylen-jones
Joe Alt,s:20~l:28~a:4683487,White,8572.49%,23,Happy,9710.44%,"6' 8"", 322 lbs",2/28/2003 (22),Notre Dame,"2024: Rd 1, Pk 5 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4683487/joe-alt
Omarion Hampton,s:20~l:28~a:4685382,White,8535.41%,37,Happy,9999.95%,"6' 0"", 220 lbs",3/16/2003 (22),North Carolina,"2025: Rd 1, Pk 22 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4685382/omarion-hampton
Tre Harris,s:20~l:28~a:4686612,Black,9999.99%,32,Happy,9867.90%,"6' 3"", 210 lbs",2/28/2002 (23),Ole Miss,"2025: Rd 2, Pk 55 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4686612/tre-harris
Brenden Rice,s:20~l:28~a:4686781,Black,9997.43%,26,Neutral,9999.87%,"6' 3"", 210 lbs",3/18/2002 (23),USC,"2024: Rd 7, Pk 225 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4686781/brenden-rice
Caleb Murphy,s:20~l:28~a:4686885,White,10000.00%,26,Sad,3462.27%,N/A,N/A,Indiana,N/A,N/A,https://www.espn.com/nfl/player/_/id/4686885/caleb-murphy
Nash Jones,s:20~l:28~a:4688371,Black,9990.75%,34,Neutral,9982.78%,"6' 5"", 320 lbs",N/A,Texas St,N/A,Active,https://www.espn.com/nfl/player/_/id/4688371/nash-jones
Deane Leonard,s:20~l:28~a:4690171,Latino Hispanic,6767.13%,27,Happy,6528.81%,"6' 0"", 195 lbs",11/20/1999 (25),Ole Miss,"2022: Rd 7, Pk 236 (LAC)",Active,https://www.espn.com/nfl/player/_/id/4690171/deane-leonard
Nikko Reed,s:20~l:28~a:4691043,Black,7189.60%,23,Happy,7586.24%,"5' 10"", 180 lbs",3/3/2003 (22),Oregon,N/A,Active,https://www.espn.com/nfl/player/_/id/4691043/nikko-reed
Myles Purchase,s:20~l:28~a:4701177,Black,10000.00%,33,Happy,8812.41%,"5' 11"", 205 lbs",N/A,Iowa State,N/A,Active,https://www.espn.com/nfl/player/_/id/4701177/myles-purchase
Kylan Guidry,s:20~l:28~a:5082390,Black,9940.32%,25,Happy,9765.28%,"6' 4"", 240 lbs",N/A,Western KY,N/A,Active,https://www.espn.com/nfl/player/_/id/5082390/kylan-guidry
Jamaree Caldwell,s:20~l:28~a:5089178,Black,9880.18%,30,Neutral,9861.20%,"6' 1"", 340 lbs",8/30/2000 (24),Oregon,"2025: Rd 3, Pk 86 (LAC)",Active,https://www.espn.com/nfl/player/_/id/5089178/jamaree-caldwell
Matthew Stafford,s:20~l:28~a:12483,White,9924.30%,28,Happy,9537.43%,"6' 3"", 214 lbs",2/7/1988 (37),Georgia,"2009: Rd 1, Pk 1 (DET)",Active,https://www.espn.com/nfl/player/_/id/12483/matthew-stafford
David Quessenberry,s:20~l:28~a:15946,White,9203.03%,32,Happy,8657.55%,"6' 5"", 306 lbs",8/24/1990 (34),San Jose State,"2013: Rd 6, Pk 176 (HOU)",Active,https://www.espn.com/nfl/player/_/id/15946/david-quessenberry
Jimmy Garoppolo,s:20~l:28~a:16760,Middle Eastern,4072.26%,31,Happy,9910.78%,"6' 2"", 225 lbs",11/2/1991 (33),E Illinois,"2014: Rd 2, Pk 62 (NE)",Active,https://www.espn.com/nfl/player/_/id/16760/jimmy-garoppolo
Davante Adams,s:20~l:28~a:16800,Black,8254.21%,24,Neutral,9917.68%,"6' 1"", 215 lbs",12/24/1992 (32),Fresno State,"2014: Rd 2, Pk 53 (GB)",Active,https://www.espn.com/nfl/player/_/id/16800/davante-adams
Rob Havenstein,s:20~l:28~a:2515613,White,6892.76%,29,Happy,9782.67%,"6' 8"", 323 lbs",5/13/1992 (33),Wisconsin,"2015: Rd 2, Pk 57 (STL)",Active,https://www.espn.com/nfl/player/_/id/2515613/rob-havenstein
Tyler Higbee,s:20~l:28~a:2573401,White,7478.53%,31,Neutral,5804.12%,"6' 6"", 255 lbs",1/1/1993 (32),W Kentucky,"2016: Rd 4, Pk 110 (LAR)",Active,https://www.espn.com/nfl/player/_/id/2573401/tyler-higbee
Coleman Shelton,s:20~l:28~a:3052180,White,10000.00%,28,Neutral,7468.52%,"6' 5"", 285 lbs",7/28/1995 (29),Washington,N/A,Active,https://www.espn.com/nfl/player/_/id/3052180/coleman-shelton
Troy Reeder,s:20~l:28~a:3116177,White,9998.80%,31,Neutral,9393.34%,"6' 3"", 236 lbs",9/13/1994 (30),Delaware,N/A,Active,https://www.espn.com/nfl/player/_/id/3116177/troy-reeder
Ahkello Witherspoon,s:20~l:28~a:3122630,Black,9999.79%,26,Happy,8426.57%,"6' 2"", 195 lbs",3/21/1995 (30),Colorado,"2017: Rd 3, Pk 66 (SF)",Active,https://www.espn.com/nfl/player/_/id/3122630/ahkello-witherspoon
Poona Ford,s:20~l:28~a:3125114,Black,9999.99%,31,Happy,9666.88%,"5' 11"", 310 lbs",11/19/1995 (29),Texas,N/A,Active,https://www.espn.com/nfl/player/_/id/3125114/poona-ford
Kevin Dotson,s:20~l:28~a:3917599,Black,10000.00%,34,Neutral,9991.71%,"6' 4"", 330 lbs",9/18/1996 (28),Louisiana,"2020: Rd 4, Pk 135 (PIT)",Active,https://www.espn.com/nfl/player/_/id/3917599/kevin-dotson
Britain Covey,s:20~l:28~a:3926231,White,7140.73%,24,Happy,9983.02%,"5' 8"", 173 lbs",3/18/1997 (28),Utah,N/A,Active,https://www.espn.com/nfl/player/_/id/3926231/britain-covey
Quintez Cephus,s:20~l:28~a:4035793,Black,10000.00%,28,Neutral,9999.53%,"6' 1"", 208 lbs",4/1/1998 (27),Wisconsin,"2020: Rd 5, Pk 166 (DET)",Active,https://www.espn.com/nfl/player/_/id/4035793/quintez-cephus
Alaric Jackson,s:20~l:28~a:4036135,Black,9999.88%,25,Neutral,6290.89%,"6' 7"", 345 lbs",7/14/1998 (26),Iowa,N/A,QUESTIONABLE,https://www.espn.com/nfl/player/_/id/4036135/alaric-jackson
A.J. Green III,s:20~l:28~a:4038437,Black,10000.00%,29,Neutral,10000.00%,"6' 2"", 198 lbs",6/9/1998 (27),Oklahoma St,N/A,Active,https://www.espn.com/nfl/player/_/id/4038437/aj-green-iii
Keir Thomas,s:20~l:28~a:4038843,Black,10000.00%,29,Neutral,9982.26%,"6' 2"", 260 lbs",1/25/1998 (27),Florida St,N/A,Active,https://www.espn.com/nfl/player/_/id/4038843/keir-thomas
Jack Heflin,s:20~l:28~a:4039485,White,4326.19%,28,Happy,9999.96%,"6' 3"", 304 lbs",3/8/1998 (27),Iowa,N/A,Active,https://www.espn.com/nfl/player/_/id/4039485/jack-heflin
AJ Arcuri,s:20~l:28~a:4046707,White,4631.93%,25,Happy,9999.91%,"6' 7"", 308 lbs",8/13/1997 (27),Michigan State,"2022: Rd 7, Pk 261 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4046707/aj-arcuri
Darious Williams,s:20~l:28~a:4239833,Black,10000.00%,26,Neutral,9651.03%,"5' 9"", 192 lbs",3/15/1993 (32),UAB,N/A,Active,https://www.espn.com/nfl/player/_/id/4239833/darious-williams
Larrell Murchison,s:20~l:28~a:4240123,Black,10000.00%,28,Neutral,9994.50%,"6' 2"", 285 lbs",4/24/1997 (28),NC State,"2020: Rd 5, Pk 174 (TEN)",Active,https://www.espn.com/nfl/player/_/id/4240123/larrell-murchison
Shaun Jolly,s:20~l:28~a:4241008,Black,10000.00%,29,Happy,9485.50%,"5' 9"", 186 lbs",10/17/1998 (26),App State,N/A,Active,https://www.espn.com/nfl/player/_/id/4241008/shaun-jolly
Kamren Curl,s:20~l:28~a:4242154,Black,10000.00%,26,Neutral,9999.14%,"6' 2"", 205 lbs",3/31/1999 (26),Arkansas,"2020: Rd 7, Pk 216 (WSH)",Active,https://www.espn.com/nfl/player/_/id/4242154/kamren-curl
Colby Parkinson,s:20~l:28~a:4242557,White,9981.06%,27,Angry,4080.17%,"6' 7"", 265 lbs",1/8/1999 (26),Stanford,"2020: Rd 4, Pk 133 (SEA)",Active,https://www.espn.com/nfl/player/_/id/4242557/colby-parkinson
Ronnie Rivers,s:20~l:28~a:4243003,Black,5337.86%,23,Happy,7137.86%,"5' 9"", 192 lbs",1/31/1999 (26),Fresno St,N/A,Active,https://www.espn.com/nfl/player/_/id/4243003/ronnie-rivers
Nate Landman,s:20~l:28~a:4243181,White,9980.15%,26,Fear,6734.21%,"6' 3"", 235 lbs",11/19/1998 (26),Colorado,N/A,Active,https://www.espn.com/nfl/player/_/id/4243181/nate-landman
Alex Ward,s:20~l:28~a:4243545,White,9999.79%,29,Neutral,9437.67%,"6' 4"", 241 lbs",4/22/1999 (26),UCF,N/A,Active,https://www.espn.com/nfl/player/_/id/4243545/alex-ward
Tony Fields II,s:20~l:28~a:4245655,Black,4872.57%,21,Happy,9966.61%,"6' 0"", 222 lbs",6/18/1999 (26),West Virginia,"2021: Rd 5, Pk 153 (CLE)",Active,https://www.espn.com/nfl/player/_/id/4245655/tony-fields-ii
Quentin Lake,s:20~l:28~a:4249128,Black,8792.86%,24,Neutral,9995.62%,"6' 1"", 196 lbs",1/29/1999 (26),UCLA,"2022: Rd 6, Pk 211 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4249128/quentin-lake
Kobie Turner,s:20~l:28~a:4250621,Black,10000.00%,31,Neutral,9987.72%,"6' 2"", 297 lbs",4/26/1999 (26),Wake Forest,"2023: Rd 3, Pk 89 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4250621/kobie-turner
Stetson Bennett,s:20~l:28~a:4259553,White,9992.96%,30,Happy,9933.47%,"5' 11"", 190 lbs",10/28/1997 (27),Georgia,"2023: Rd 4, Pk 128 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4259553/stetson-bennett
Drake Stoops,s:20~l:28~a:4360282,White,10000.00%,27,Happy,8565.01%,"5' 10"", 189 lbs",6/16/1999 (26),Oklahoma,N/A,RESERVE-SUS,https://www.espn.com/nfl/player/_/id/4360282/drake-stoops
Derion Kendrick,s:20~l:28~a:4360307,Black,10000.00%,30,Happy,9327.98%,"6' 0"", 199 lbs",8/24/2000 (24),Georgia,"2022: Rd 6, Pk 212 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4360307/derion-kendrick
Nick Hampton,s:20~l:28~a:4360773,Black,9998.33%,28,Neutral,9999.85%,"6' 3"", 250 lbs",4/5/2000 (25),App State,"2023: Rd 5, Pk 161 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4360773/nick-hampton
Tutu Atwell,s:20~l:28~a:4360797,Black,10000.00%,26,Neutral,9995.30%,"5' 9"", 165 lbs",10/7/1999 (25),Louisville,"2021: Rd 2, Pk 57 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4360797/tutu-atwell
Justin Dedich,s:20~l:28~a:4360859,White,9431.17%,25,Neutral,8781.16%,"6' 2"", 300 lbs",4/21/2000 (25),USC,N/A,Active,https://www.espn.com/nfl/player/_/id/4360859/justin-dedich
Tanner Ingle,s:20~l:28~a:4361651,Middle Eastern,4482.31%,24,Happy,7620.03%,"5' 8"", 195 lbs",10/29/1999 (25),NC State,N/A,Active,https://www.espn.com/nfl/player/_/id/4361651/tanner-ingle
Braden Fiske,s:20~l:28~a:4362245,White,5372.41%,24,Neutral,6399.79%,"6' 4"", 291 lbs",1/18/2000 (25),Florida St,"2024: Rd 2, Pk 39 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4362245/braden-fiske
Desjuan Johnson,s:20~l:28~a:4362294,Black,10000.00%,27,Neutral,8660.99%,"6' 3"", 280 lbs",9/2/1999 (25),Toledo,"2023: Rd 7, Pk 259 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4362294/desjuan-johnson
Steve Avila,s:20~l:28~a:4362474,Black,6786.17%,28,Happy,9997.85%,"6' 3"", 338 lbs",10/16/1999 (25),TCU,"2023: Rd 2, Pk 36 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4362474/steve-avila
Charles Woods,s:20~l:28~a:4368113,Black,9419.49%,24,Happy,9353.42%,"5' 11"", 185 lbs",6/17/2000 (25),SMU,N/A,Active,https://www.espn.com/nfl/player/_/id/4368113/charles-woods
KT Leveston,s:20~l:28~a:4373079,Black,9999.71%,23,Happy,9915.54%,"6' 4"", 336 lbs",10/28/1999 (25),Kansas St,"2024: Rd 7, Pk 254 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4373079/kt-leveston
Brennan Jackson,s:20~l:28~a:4373471,Latino Hispanic,3646.98%,25,Happy,9999.79%,"6' 4"", 263 lbs",10/14/2000 (24),Washington St,"2024: Rd 5, Pk 154 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4373471/brennan-jackson
Wyatt Bowles,s:20~l:28~a:4374196,White,7832.44%,39,Happy,9999.97%,"6' 5"", 300 lbs",N/A,Utah State,N/A,Active,https://www.espn.com/nfl/player/_/id/4374196/wyatt-bowles
Cobie Durant,s:20~l:28~a:4384549,Black,9999.90%,24,Happy,9794.13%,"5' 11"", 182 lbs",2/9/1998 (27),SC State,"2022: Rd 4, Pk 142 (LAR)",Active,https://www.espn.com/nfl/player/_/id/4384549/cobie-durant
Xavier Smith,s:20~l:28~a:4386544,Black,10000.00%,28,Neutral,9999.56%,"5' 9"", 176 lbs",9/21/1997 (27),Florida A&M,N/A,Active,https://www.espn.com/nfl/player/_/id/4386544/xavier-smith
Bill Norton,s:20~l:28~a:4426401,White,3787.98%,39,Neutral,9822.04%,"6' 6"", 335 lbs",N/A,Texas,N/A,Active,https://www.espn.com/nfl/player/_/id/4426401/bill-norton
